Concurso ;Data;Coluna1 ;Coluna2 ;Coluna3 ;Coluna4 ;Coluna5 ;Coluna6 ;Media;Mediana;Premio_Acum;Sorteio_ Especial ;Classe
2031;14/04/2018;18;23;37;39;50;55;37;38;YES;NO;BCDDFF
2032;17/04/2018;6;14;19;20;39;53;25.16;19.5;YES;NO;ABBCDF
2033;20/04/2018;10;18;33;38;40;43;30.33;35.5;NO;NO;BBDDEE
2034;25/04/2018;6;7;13;17;22;56;20.16;15;NO;NO;AABBCF
2035;28/04/2018;30;35;36;38;49;52;40;37;YES;NO;DDDDEF
2036;02/05/2018;7;8;19;23;27;58;23.66;21;YES;NO;AABCCF
2037;05/05/2018;14;16;23;30;45;60;31.33;26.5;YES;NO;BBCDEF
2038;08/05/2018;6;25;26;35;38;40;28.33;30.5;YES;NO;ACCDDE
2039;10/05/2018;6;12;22;28;31;44;23.83;25;YES;NO;ABCCDE
2040;12/05/2018;6;9;41;54;56;58;37.33;47.5;YES;NO;AAEFFF
2041;16/05/2018;10;12;22;25;42;54;27.5;23.5;NO;NO;BBCCEF
2042;19/05/2018;14;22;29;32;33;35;27.5;30.5;YES;NO;BCCDDD
2043;23/05/2018;21;38;53;56;57;58;47.16;54.5;YES;NO;CDFFFF
2044;26/05/2018;7;14;47;54;56;60;39.66;50.5;YES;NO;ABEFFF
2045;30/05/2018;15;25;27;45;46;50;34.66;36;NO;NO;BCCEEF
2046;02/06/2018;3;6;11;27;28;46;20.16;19;YES;NO;AABCCE
2047;06/06/2018;1;18;19;29;44;54;27.5;24;YES;NO;ABBCEF
2048;09/06/2018;10;19;26;35;38;39;27.83;30.5;YES;NO;BBCDDD
2049;13/06/2018;10;19;27;31;51;53;31.83;29;YES;NO;BBCDFF
2050;16/06/2018;8;31;32;33;38;50;32;32.5;YES;NO;ADDDDF
2051;20/06/2018;1;5;6;37;44;53;24.33;21.5;YES;NO;AAADEF
2052;23/06/2018;50;51;56;57;58;59;55.16;56.5;NO;NO;FFFFFF
2053;27/06/2018;12;22;27;37;40;55;32.16;32;YES;NO;BCCDEF
2054;30/06/2018;4;7;12;22;26;39;18.33;17;YES;NO;AABCCD
2055;03/07/2018;6;25;35;43;46;53;34.66;39;YES;NO;ACDEEF
2056;05/07/2018;18;22;29;34;36;47;31;31.5;YES;NO;BCCDDE
2057;07/07/2018;10;13;20;37;38;54;28.66;28.5;YES;NO;BBCDDF
2058;11/07/2018;4;19;23;29;56;59;31.66;26;YES;NO;ABCCFF
2059;14/07/2018;4;5;36;40;44;56;30.83;38;YES;NO;AADEEF
2060;18/07/2018;8;9;11;25;39;41;22.16;18;YES;NO;AABCDE
2061;21/07/2018;33;36;40;44;45;54;42;42;YES;NO;DDEEEF
2062;25/07/2018;8;10;15;23;25;34;19.16;19;NO;NO;ABBCCD
2063;28/07/2018;6;10;19;24;25;29;18.83;21.5;YES;NO;ABBCCC
2064;01/08/2018;10;14;36;53;55;60;38;44.5;YES;NO;BBDFFF
2065;04/08/2018;4;11;20;30;37;43;24.16;25;YES;NO;ABCDDE
2066;08/08/2018;6;25;27;35;45;55;32.16;31;NO;NO;ACCDEF
2067;11/08/2018;2;11;13;26;32;59;23.83;19.5;YES;NO;ABBCDF
2068;14/08/2018;3;5;9;40;42;47;24.33;24.5;YES;NO;AAAEEE
2069;16/08/2018;3;17;34;35;40;48;29.5;34.5;YES;NO;ABDDEE
2070;18/08/2018;5;26;27;34;42;48;30.33;30.5;YES;NO;ACCDEE
2071;22/08/2018;24;33;34;35;46;60;38.66;34.5;YES;NO;CDDDEF
2072;25/08/2018;10;12;13;20;22;54;21.83;16.5;YES;NO;BBBCCF
2073;29/08/2018;12;15;18;30;52;55;30.33;24;YES;NO;BBBDFF
2074;01/09/2018;8;18;23;37;42;58;31;30;NO;NO;ABCDEF
2075;05/09/2018;7;9;23;33;57;59;31.33;28;YES;NO;AACDFF
2076;08/09/2018;5;6;12;15;22;43;17.16;13.5;YES;NO;AABBCE
2077;12/09/2018;13;16;26;35;37;39;27.66;30.5;NO;NO;BBCDDD
2078;15/09/2018;2;11;15;30;36;39;22.16;22.5;YES;NO;ABBDDD
2079;18/09/2018;1;2;14;37;55;58;27.83;25.5;YES;NO;AABDFF
2080;20/09/2018;10;22;40;46;55;58;38.5;43;YES;NO;BCEEFF
2081;22/09/2018;13;18;35;40;41;42;31.5;37.5;NO;NO;BBDEEE
2082;26/09/2018;6;25;33;42;48;49;33.83;37.5;NO;NO;ACDEEE
2083;29/09/2018;1;18;19;33;56;60;31.16;26;YES;NO;ABBDFF
2084;03/10/2018;7;20;26;37;38;39;27.83;31.5;YES;NO;ACCDDD
2085;06/10/2018;12;21;25;37;38;49;30.33;31;YES;NO;BCCDDE
2086;10/10/2018;4;35;43;46;47;53;38;44.5;YES;NO;ADEEEF
2087;13/10/2018;2;18;19;23;34;53;24.83;21;NO;NO;ABBCDF
2088;17/10/2018;3;14;24;27;38;56;27;25.5;NO;NO;ABCCDF
2089;20/10/2018;5;10;32;38;48;49;30.33;35;YES;NO;ABDDEE
2090;23/10/2018;8;11;18;37;40;51;27.5;27.5;YES;NO;ABBDEF
2091;25/10/2018;10;11;12;37;38;59;27.83;24.5;NO;NO;BBBDDF
2092;27/10/2018;11;13;15;17;22;27;17.5;16;YES;NO;BBBBCC
2093;31/10/2018;8;14;27;34;52;54;31.5;30.5;YES;NO;ABCDFF
2094;03/11/2018;4;16;19;31;33;44;24.5;25;YES;NO;ABBDDE
2095;07/11/2018;16;29;35;43;49;56;38;39;YES;NO;BCDEEF
2096;10/11/2018;6;11;13;19;24;51;20.66;16;YES;NO;ABBBCF
2097;14/11/2018;9;24;28;45;49;51;34.33;36.5;YES;NO;ACCEEF
2098;17/11/2018;2;8;18;27;38;60;25.5;22.5;YES;NO;AABCDF
2099;21/11/2018;5;15;20;27;30;58;25.83;23.5;YES;NO;ABCCDF
2100;24/11/2018;1;10;11;13;35;49;19.83;12;NO;NO;ABBBDE
2101;28/11/2018;2;8;18;37;56;58;29.83;27.5;YES;NO;AABDFF
2102;01/12/2018;4;6;17;34;51;57;28.16;25.5;YES;NO;AABDFF
2103;04/12/2018;3;13;40;44;46;50;32.66;42;YES;NO;ABEEEF
2104;06/12/2018;2;10;12;27;45;56;25.33;19.5;YES;NO;ABBCEF
2105;08/12/2018;11;13;16;24;31;46;23.5;20;YES;NO;BBBCDE
2106;12/12/2018;3;27;36;39;40;43;31.33;37.5;YES;NO;ACDDEE
2107;15/12/2018;8;38;44;50;56;60;42.66;47;YES;NO;ADEFFF
2108;18/12/2018;19;22;29;41;44;59;35.66;35;YES;NO;BCCEEF
2109;20/12/2018;4;12;16;34;44;49;26.5;25;YES;NO;ABBDEE
2110;31/12/2018;5;10;12;18;25;33;17.16;15;NO;YES;ABBBCD
2111;02/01/2019;1;41;44;46;54;58;40.66;45;YES;NO;AEEEFF
2112;05/01/2019;17;39;43;46;52;53;41.66;44.5;YES;NO;BDEEFF
2113;09/01/2019;11;14;21;25;46;50;27.83;23;YES;NO;BBCCEF
2114;12/01/2019;17;25;30;35;42;57;34.33;32.5;YES;NO;BCDDEF
2115;15/01/2019;4;19;27;35;40;44;28.16;31;YES;NO;ABCDEE
2116;17/01/2019;1;9;19;21;34;54;23;20;YES;NO;AABCDF
2117;19/01/2019;4;28;29;30;43;52;31;29.5;YES;NO;ACCDEF
2118;23/01/2019;11;12;20;40;41;46;28.33;30;NO;NO;BBCEEE
2119;26/01/2019;19;21;26;31;42;49;31.33;28.5;YES;NO;BCCDEE
2120;30/01/2019;13;20;24;25;38;41;26.83;24.5;YES;NO;BCCCDE
2121;02/02/2019;8;10;17;29;37;40;23.5;23;NO;NO;ABBCDE
2122;06/02/2019;3;11;15;21;27;49;21;18;YES;NO;ABBCCE
2123;09/02/2019;14;15;47;50;56;59;40.16;48.5;YES;NO;BBEFFF
2124;13/02/2019;2;11;20;31;43;47;25.66;25.5;YES;NO;ABCDEE
2125;16/02/2019;1;31;44;46;53;58;38.83;45;YES;NO;ADEEFF
2126;20/02/2019;7;12;24;27;39;58;27.83;25.5;YES;NO;ABCCDF
2127;23/02/2019;1;7;28;30;44;46;26;29;YES;NO;AACDEE
2128;26/02/2019;11;16;24;46;54;55;34.33;35;YES;NO;BBCEFF
2129;28/02/2019;6;12;31;32;46;60;31.16;31.5;YES;NO;ABDDEF
2130;02/03/2019;13;16;36;53;54;55;37.83;44.5;YES;NO;BBDFFF
2131;06/03/2019;2;3;6;18;20;28;12.83;12;NO;NO;AAABCC
2132;09/03/2019;5;18;30;35;39;60;31.16;32.5;YES;NO;ABDDDF
2133;13/03/2019;19;20;26;51;52;57;37.5;38.5;YES;NO;BCCFFF
2134;16/03/2019;6;21;34;46;54;59;36.66;40;YES;NO;ACDEFF
2135;20/03/2019;9;23;28;40;48;59;34.5;34;NO;NO;ACCEEF
2136;23/03/2019;1;8;11;22;30;35;17.83;16.5;YES;NO;AABCDD
2137;27/03/2019;1;2;11;12;34;49;18.16;11.5;YES;NO;AABBDE
2138;30/03/2019;4;13;14;21;30;34;19.33;17.5;YES;NO;ABBCDD
2139;03/04/2019;14;23;29;41;57;58;37;35;YES;NO;BCCEFF
2140;06/04/2019;17;20;26;36;42;54;32.5;31;YES;NO;BCCDEF
2141;10/04/2019;10;11;17;19;37;41;22.5;18;YES;NO;BBBBDE
2142;13/04/2019;7;40;44;50;52;57;41.66;47;YES;NO;AEEFFF
2143;17/04/2019;2;12;35;51;57;58;35.83;43;YES;NO;ABDFFF
2144;20/04/2019;7;16;21;33;55;60;32;27;YES;NO;ABCDFF
2145;24/04/2019;6;8;28;51;53;59;34.16;39.5;YES;NO;AACFFF
2146;27/04/2019;16;18;31;39;42;44;31.66;35;YES;NO;BBDDEE
2147;02/05/2019;17;19;37;41;42;49;34.16;39;YES;NO;BBDEEE
2148;04/05/2019;8;15;32;33;58;59;34.16;32.5;YES;NO;ABDDFF
2149;08/05/2019;21;23;37;44;46;48;36.5;40.5;YES;NO;CCDEEE
2150;11/05/2019;23;24;26;38;42;49;33.66;32;NO;NO;CCCDEE
2151;15/05/2019;2;14;18;29;36;38;22.83;23.5;YES;NO;ABBCDD
2152;18/05/2019;26;29;36;49;50;59;41.5;42.5;YES;NO;CCDEFF
2153;22/05/2019;8;13;28;31;32;33;24.16;29.5;NO;NO;ABCDDD
2154;25/05/2019;7;25;41;47;50;53;37.16;44;YES;NO;ACEEFF
2155;29/05/2019;2;6;27;37;44;47;27.16;32;YES;NO;AACDEE
2156;01/06/2019;1;6;23;26;39;49;24;24.5;YES;NO;AACCDE
2157;05/06/2019;31;33;34;35;39;48;36.66;34.5;YES;NO;DDDDDE
2158;08/06/2019;9;27;35;45;46;59;36.83;40;YES;NO;ACDEEF
2159;12/06/2019;14;26;35;38;45;53;35.16;36.5;YES;NO;BCDDEF
2160;15/06/2019;1;19;46;47;49;53;35.83;46.5;YES;NO;ABEEEF
2161;19/06/2019;8;9;10;24;42;44;22.83;17;NO;NO;AABCEE
2162;22/06/2019;11;16;22;30;34;42;25.83;26;YES;NO;BBCDDE
2163;26/06/2019;8;18;20;24;36;45;25.16;22;YES;NO;ABCCDE
2164;29/06/2019;16;17;25;47;48;58;35.16;36;YES;NO;BBCEEF
2165;03/07/2019;5;37;43;49;54;56;40.66;46;NO;NO;ADEEFF
2166;06/07/2019;3;19;34;44;56;58;35.66;39;YES;NO;ABDEFF
2167;09/07/2019;27;37;38;43;45;54;40.66;40.5;YES;NO;CDDEEF
2168;11/07/2019;1;4;25;27;29;37;20.5;26;NO;NO;AACCCD
2169;13/07/2019;7;34;45;51;54;59;41.66;48;YES;NO;ADEFFF
2170;17/07/2019;10;21;24;36;38;51;30;30;YES;NO;BCCDDF
2171;20/07/2019;12;13;19;36;44;55;29.83;27.5;NO;NO;BBBDEF
2172;24/07/2019;9;24;28;37;43;57;33;32.5;YES;NO;ACCDEF
2173;27/07/2019;2;9;42;44;48;50;32.5;43;YES;NO;AAEEEF
2174;31/07/2019;10;15;34;36;56;60;35.16;35;YES;NO;BBDDFF
2175;03/08/2019;7;25;32;43;53;55;35.83;37.5;YES;NO;ACDEFF
2176;06/08/2019;8;23;25;39;43;44;30.33;32;NO;NO;ACCDEE
2177;08/08/2019;9;11;14;31;48;51;27.33;22.5;YES;NO;ABBDEF
2178;10/08/2019;2;16;21;42;50;56;31.16;31.5;YES;NO;ABCEFF
2179;14/08/2019;2;13;24;35;50;54;29.66;29.5;YES;NO;ABCDFF
2180;17/08/2019;10;12;16;21;28;38;20.83;18.5;YES;NO;BBBCCD
2181;21/08/2019;1;8;19;33;36;48;24.16;26;YES;NO;AABDDE
2182;24/08/2019;19;22;39;46;47;59;38.66;42.5;YES;NO;BCDEEF
2183;28/08/2019;13;26;30;34;43;51;32.83;32;YES;NO;BCDDEF
2184;31/08/2019;15;36;45;51;52;59;43;48;YES;NO;BDEFFF
2185;04/09/2019;9;18;19;22;42;47;26.16;20.5;YES;NO;ABBCEE
2186;09/09/2019;12;18;19;27;41;46;27.16;23;YES;NO;BBBCEE
2187;11/09/2019;10;11;16;21;46;50;25.66;18.5;YES;NO;BBBCEF
2188;14/09/2019;2;17;21;28;51;60;29.83;24.5;YES;NO;ABCCFF
2189;18/09/2019;4;11;16;22;29;33;19.16;19;NO;NO;ABBCCD
2190;21/09/2019;5;9;20;25;35;53;24.5;22.5;YES;NO;AACCDF
2191;24/09/2019;4;8;26;33;46;53;28.33;29.5;NO;NO;AACDEF
2192;26/09/2019;7;16;37;53;57;59;38.16;45;YES;NO;ABDFFF
2193;28/09/2019;7;8;22;27;29;42;22.5;24.5;NO;NO;AACCCE
2194;02/10/2019;8;16;20;21;31;34;21.66;20.5;YES;NO;ABCCDD
2195;05/10/2019;14;24;32;38;46;53;34.5;35;YES;NO;BCDDEF
2196;09/10/2019;1;25;27;28;41;56;29.66;27.5;YES;NO;ACCCEF
2197;14/10/2019;3;11;29;35;44;57;29.83;32;YES;NO;ABCDEF
2198;16/10/2019;1;11;34;36;44;56;30.33;35;NO;NO;ABDDEF
2199;19/10/2019;15;23;30;35;38;44;30.83;32.5;YES;NO;BCDDDE
2200;22/10/2019;11;15;28;36;43;55;31.33;32;YES;NO;BBCDEF
2201;24/10/2019;3;13;23;41;49;53;30.33;32;YES;NO;ABCEEF
2202;26/10/2019;11;29;37;38;43;60;36.33;37.5;YES;NO;BCDDEF
2203;30/10/2019;17;34;46;49;50;57;42.16;47.5;YES;NO;BDEEFF
2204;04/11/2019;1;28;29;32;35;56;30.16;30.5;YES;NO;ACCDDF
2205;06/11/2019;12;21;28;37;42;57;32.83;32.5;NO;NO;BCCDEF
2206;09/11/2019;6;27;38;42;45;57;35.83;40;YES;NO;ACDEEF
2207;13/11/2019;6;10;11;43;53;55;29.66;27;YES;NO;ABBEFF
2208;16/11/2019;16;25;30;40;45;49;34.16;35;YES;NO;BCDEEE
2209;20/11/2019;22;25;28;32;33;47;31.16;30;YES;NO;CCCDDE
2210;23/11/2019;11;17;24;25;33;34;24;24.5;YES;NO;BBCCDD
2211;27/11/2019;27;36;40;41;44;54;40.33;40.5;YES;NO;CDEEEF
2212;30/11/2019;23;26;51;52;53;58;43.83;51.5;YES;NO;CCFFFF
2213;04/12/2019;5;7;10;32;46;60;26.66;21;NO;NO;AABDEF
2214;07/12/2019;4;10;18;30;34;47;23.83;24;YES;NO;ABBDDE
2215;11/12/2019;1;19;21;23;33;43;23.33;22;YES;NO;ABCCDE
2216;14/12/2019;10;24;42;43;48;49;36;42.5;YES;NO;BCEEEE
2217;17/12/2019;10;14;16;30;32;36;23;23;YES;NO;BBBDDD
2218;19/12/2019;6;16;22;38;48;52;30.33;30;NO;NO;ABCDEF
2219;21/12/2019;8;28;36;45;57;59;38.83;40.5;YES;NO;ACDEFF
2220;31/12/2019;3;35;38;40;57;58;38.5;39;NO;YES;ADDEFF
2221;04/01/2020;5;23;34;45;56;57;36.66;39.5;YES;NO;ACDEFF
2222;08/01/2020;13;14;29;30;48;59;32.16;29.5;YES;NO;BBCDEF
2223;11/01/2020;2;26;40;42;49;56;35.83;41;YES;NO;ACEEEF
2224;15/01/2020;16;23;32;50;52;58;38.5;41;YES;NO;BCDFFF
2225;18/01/2020;1;32;37;44;46;47;34.5;40.5;YES;NO;ADDEEE
2226;21/01/2020;2;4;7;16;30;38;16.16;11.5;YES;NO;AAABDD
2227;23/01/2020;6;9;12;27;32;57;23.83;19.5;YES;NO;AABCDF
2228;25/01/2020;9;19;23;32;39;45;27.83;27.5;YES;NO;ABCDDE
2229;29/01/2020;6;11;29;40;41;58;30.83;34.5;YES;NO;ABCEEF
2230;01/02/2020;7;17;26;39;56;60;34.16;32.5;YES;NO;ABCDFF
2231;05/02/2020;4;13;25;40;53;57;32;32.5;YES;NO;ABCEFF
2232;08/02/2020;7;8;31;34;38;47;27.5;32.5;YES;NO;AADDDE
2233;12/02/2020;4;6;32;35;41;45;27.16;33.5;YES;NO;AADDEE
2234;15/02/2020;4;21;27;29;42;47;28.33;28;YES;NO;ACCCEE
2235;19/02/2020;14;18;30;35;55;57;34.83;32.5;YES;NO;BBDDFF
2236;22/02/2020;7;20;38;43;45;53;34.33;40.5;YES;NO;ACDEEF
2237;27/02/2020;11;20;27;28;53;60;33.16;27.5;NO;NO;BCCCFF
2238;29/02/2020;11;36;45;55;57;58;43.66;50;YES;NO;BDEFFF
2239;04/03/2020;7;27;31;39;45;46;32.5;35;YES;NO;ACDDEE
2240;07/03/2020;7;9;10;19;25;58;21.33;14.5;NO;NO;AABBCF
2241;10/03/2020;1;13;18;26;40;56;25.66;22;YES;NO;ABBCEF
2242;12/03/2020;5;9;18;24;25;42;20.5;21;YES;NO;AABCCE
2243;14/03/2020;14;18;28;35;38;54;31.16;31.5;YES;NO;BBCDDF
2244;18/03/2020;3;5;11;34;37;42;22;22.5;NO;NO;AABDDE
2245;21/03/2020;11;14;15;18;33;34;20.83;16.5;NO;NO;BBBBDD
2246;25/03/2020;5;9;24;27;33;46;24;25.5;YES;NO;AACCDE
2247;28/03/2020;1;42;44;47;48;53;39.16;45.5;YES;NO;AEEEEF
2248;01/04/2020;9;15;20;29;30;42;24.16;24.5;NO;NO;ABCCDE
2249;04/04/2020;4;9;31;47;49;53;32.16;39;YES;NO;AADEEF
2250;08/04/2020;27;33;39;52;57;58;44.33;45.5;YES;NO;CDDFFF
2251;11/04/2020;5;15;22;26;54;58;30;24;YES;NO;ABCCFF
2252;15/04/2020;1;17;30;37;46;50;30.16;33.5;YES;NO;ABDDEF
2253;18/04/2020;31;32;33;39;52;55;40.33;36;YES;NO;DDDDFF
2254;22/04/2020;4;9;24;44;47;56;30.66;34;YES;NO;AACEEF
2255;25/04/2020;15;20;39;41;49;57;36.83;40;YES;NO;BCDEEF
2256;29/04/2020;9;10;30;37;47;54;31.16;33.5;YES;NO;ABDDEF
2257;02/05/2020;18;21;30;31;34;51;30.83;30.5;YES;NO;BCDDDF
2258;05/05/2020;1;5;7;14;23;26;12.66;10.5;YES;NO;AAABCC
2259;07/05/2020;20;27;41;54;56;58;42.66;47.5;YES;NO;CCEFFF
2260;09/05/2020;12;14;34;35;37;47;29.83;34.5;YES;NO;BBDDDE
2261;13/05/2020;7;23;26;27;29;51;27.16;26.5;YES;NO;ACCCCF
2262;16/05/2020;7;8;14;23;30;46;21.33;18.5;NO;NO;AABCDE
2263;20/05/2020;9;24;33;43;49;57;35.83;38;YES;NO;ACDEEF
2264;23/05/2020;2;3;8;19;29;37;16.33;13.5;YES;NO;AAABCD
2265;27/05/2020;14;20;23;39;46;50;32;31;YES;NO;BCCDEF
2266;30/05/2020;10;23;31;37;58;59;36.33;34;YES;NO;BCDDFF
2267;03/06/2020;20;32;33;48;49;53;39.16;40.5;NO;NO;CDDEEF
2268;06/06/2020;4;13;23;28;30;52;25;25.5;YES;NO;ABCCDF
2269;10/06/2020;1;11;14;23;29;55;22.16;18.5;YES;NO;ABBCCF
2270;13/06/2020;14;16;38;39;41;48;32.66;38.5;YES;NO;BBDDEE
2271;17/06/2020;6;10;27;28;41;52;27.33;27.5;YES;NO;ABCCEF
2272;20/06/2020;2;5;11;24;41;49;22;17.5;YES;NO;AABCEE
2273;24/06/2020;15;16;20;38;40;58;31.16;29;NO;NO;BBCDEF
2274;27/06/2020;8;11;17;33;40;55;27.33;25;YES;NO;ABBDEF
2275;01/07/2020;2;4;25;36;50;53;28.33;30.5;YES;NO;AACDFF
2276;04/07/2020;5;15;18;27;49;57;28.5;22.5;YES;NO;ABBCEF
2277;08/07/2020;10;22;23;37;53;60;34.16;30;YES;NO;BCCDFF
2278;11/07/2020;8;17;34;37;43;45;30.66;35.5;YES;NO;ABDDEE
2279;14/07/2020;5;12;14;20;27;28;17.66;17;NO;NO;ABBCCC
2280;16/07/2020;28;29;31;50;58;59;42.5;40.5;YES;NO;CCDFFF
2281;18/07/2020;14;27;35;40;50;55;36.83;37.5;YES;NO;BCDEFF
2282;22/07/2020;12;27;30;36;45;52;33.66;33;NO;NO;BCDDEF
2283;25/07/2020;4;24;37;43;59;60;37.83;40;YES;NO;ACDEFF
2284;29/07/2020;4;10;12;14;36;46;20.33;13;YES;NO;ABBBDE
2285;01/08/2020;1;7;10;12;33;42;17.5;11;NO;NO;AABBDE
2286;05/08/2020;9;21;30;41;42;43;31;35.5;YES;NO;ACDEEE
2287;08/08/2020;2;4;6;29;41;56;23;17.5;YES;NO;AAACEF
2288;11/08/2020;2;26;35;39;40;56;33;37;YES;NO;ACDDEF
2289;13/08/2020;6;9;34;37;38;45;28.16;35.5;YES;NO;AADDDE
2290;15/08/2020;5;18;36;44;57;60;36.66;40;YES;NO;ABDEFF
2291;19/08/2020;12;26;31;36;37;49;31.83;33.5;YES;NO;BCDDDE
2292;22/08/2020;6;16;18;33;42;57;28.66;25.5;YES;NO;ABBDEF
2293;26/08/2020;1;2;10;37;42;48;23.33;23.5;YES;NO;AABDEE
2294;29/08/2020;9;15;20;33;41;43;26.83;26.5;YES;NO;ABCDEE
2295;02/09/2020;6;13;26;28;35;41;24.83;27;YES;NO;ABCCDE
2296;05/09/2020;1;6;21;29;36;59;25.33;25;NO;NO;AACCDF
2297;09/09/2020;20;22;35;40;41;59;36.16;37.5;YES;NO;CCDEEF
2298;12/09/2020;13;17;21;31;41;49;28.66;26;YES;NO;BBCDEE
2299;15/09/2020;2;3;19;40;44;60;28;29.5;YES;NO;AABEEF
2300;17/09/2020;9;21;37;39;43;54;33.83;38;YES;NO;ACDDEF
2301;19/09/2020;17;18;35;36;47;52;34.16;35.5;YES;NO;BBDDEF
2302;23/09/2020;18;22;25;27;43;44;29.83;26;YES;NO;BCCCEE
2303;26/09/2020;3;7;17;20;48;50;24.16;18.5;YES;NO;AABCEF
2304;30/09/2020;12;21;29;54;56;57;38.16;41.5;YES;NO;BCCFFF
2305;03/10/2020;7;16;22;38;55;57;32.5;30;YES;NO;ABCDFF
2306;07/10/2020;3;19;28;33;57;58;33;30.5;NO;NO;ABCDFF
2307;10/10/2020;16;33;38;46;53;55;40.16;42;YES;NO;BDDEFF
2308;14/10/2020;9;13;26;38;58;60;34;32;NO;NO;ABCDFF
2309;17/10/2020;9;11;29;30;33;60;28.66;29.5;YES;NO;ABCDDF
2310;20/10/2020;13;17;28;29;42;53;30.33;28.5;YES;NO;BBCCEF
2311;22/10/2020;3;5;9;35;43;60;25.83;22;YES;NO;AAADEF
2312;24/10/2020;3;27;39;46;47;60;37;42.5;YES;NO;ACDEEF
2313;28/10/2020;3;20;26;45;49;58;33.5;35.5;YES;NO;ACCEEF
2314;31/10/2020;6;7;28;42;45;49;29.5;35;NO;NO;AACEEE
2315;04/11/2020;1;10;17;26;30;53;22.83;21.5;YES;NO;ABBCDF
2316;07/11/2020;2;11;43;49;52;56;35.5;46;YES;NO;ABEEFF
2317;11/11/2020;3;8;30;33;35;48;26.16;31.5;YES;NO;AADDDE
2318;14/11/2020;28;44;52;54;58;60;49.33;53;YES;NO;CEFFFF
2319;18/11/2020;6;17;25;35;40;49;28.66;30;YES;NO;ABCDEE
2320;21/11/2020;6;30;35;39;42;48;33.33;37;NO;NO;ADDDEE
2321;25/11/2020;14;25;28;41;43;46;32.83;34.5;NO;NO;BCCEEE
2322;28/11/2020;2;5;10;29;34;41;20.16;19.5;YES;NO;AABCDE
2323;02/12/2020;20;27;35;39;50;59;38.33;37;YES;NO;CCDDFF
2324;05/12/2020;2;16;19;31;43;60;28.5;25;YES;NO;ABBDEF
2325;08/12/2020;33;34;37;46;52;60;43.66;41.5;YES;NO;DDDEFF
2326;10/12/2020;10;16;27;34;36;57;30;30.5;YES;NO;BBCDDF
2327;12/12/2020;30;37;45;54;57;58;46.83;49.5;YES;NO;DDEFFF
2328;16/12/2020;8;11;14;39;48;53;28.83;26.5;YES;NO;ABBDEF
2329;19/12/2020;12;14;28;42;45;55;32.66;35;NO;NO;BBCEEF
2330;31/12/2020;17;20;22;35;41;42;29.5;28.5;NO;YES;BCCDEE
2331;02/01/2021;11;13;16;36;53;57;31;26;YES;NO;BBBDFF
2332;06/01/2021;12;33;35;36;44;52;35.33;35.5;YES;NO;BDDDEF
2333;09/01/2021;9;16;31;41;53;55;34.16;36;YES;NO;ABDEFF
2334;13/01/2021;4;13;20;22;25;60;24;21;NO;NO;ABCCCF
2335;16/01/2021;9;18;23;42;47;49;31.33;32.5;YES;NO;ABCEEE
2336;20/01/2021;8;10;20;27;28;50;23.83;23.5;YES;NO;ABCCCF
2337;23/01/2021;2;9;34;49;51;55;33.33;41.5;NO;NO;AADEFF
2338;26/01/2021;8;21;23;34;42;47;29.16;28.5;YES;NO;ACCDEE
2339;28/01/2021;4;18;29;47;48;59;34.16;38;YES;NO;ABCEEF
2340;30/01/2021;16;21;28;41;49;51;34.33;34.5;YES;NO;BCCEEF
2341;03/02/2021;4;9;31;32;42;46;27.33;31.5;NO;NO;AADDEE
2342;06/02/2021;17;20;24;27;40;60;31.33;25.5;YES;NO;BCCCEF
2343;10/02/2021;4;31;42;45;49;56;37.83;43.5;YES;NO;ADEEEF
2344;13/02/2021;11;17;25;38;52;57;33.33;31.5;YES;NO;BBCDFF
2345;17/02/2021;7;16;19;22;28;55;24.5;20.5;YES;NO;ABBCCF
2346;20/02/2021;3;4;11;40;42;58;26.33;25.5;YES;NO;AABEEF
2347;24/02/2021;8;9;17;30;58;60;30.33;23.5;YES;NO;AABDFF
2348;27/02/2021;2;3;7;48;51;54;27.5;27.5;NO;NO;AAAEFF
2349;03/03/2021;5;10;25;32;49;54;29.16;28.5;NO;NO;ABCDEF
2350;06/03/2021;25;28;29;34;41;45;33.66;31.5;YES;NO;CCCDEE
2351;10/03/2021;19;22;35;41;47;49;35.5;38;YES;NO;BCDEEE
2352;13/03/2021;9;17;38;41;49;55;34.83;39.5;YES;NO;ABDEEF
2353;17/03/2021;3;19;34;41;48;53;33;37.5;YES;NO;ABDEEF
2354;20/03/2021;6;18;25;30;42;54;29.16;27.5;NO;NO;ABCDEF
2355;24/03/2021;7;30;31;41;50;56;35.83;36;YES;NO;ADDEFF
2356;27/03/2021;3;10;25;36;51;58;30.5;30.5;NO;NO;ABCDFF
2357;31/03/2021;19;28;30;34;40;51;33.66;32;YES;NO;BCDDEF
2358;03/04/2021;5;9;11;16;43;57;23.5;13.5;YES;NO;AABBEF
2359;06/04/2021;31;32;39;42;43;51;39.66;40.5;YES;NO;DDDEEF
2360;08/04/2021;10;15;21;24;29;45;24;22.5;YES;NO;BBCCCE
2361;10/04/2021;14;21;22;29;35;46;27.83;25.5;YES;NO;BCCCDE
2362;14/04/2021;3;20;22;32;35;50;27;27;YES;NO;ACCDDF
2363;17/04/2021;6;14;24;34;39;58;29.16;29;NO;NO;ABCDDF
